Month,ObsTime,Date,StnPres,StnPresMax,StnPresMin,Temperature,T Max,T Min,RH,RHMin,WS,WD,WSGust,WDGust,Precp
2024/05,3,2024/05/03,999.1,1000.8,997.7,26.9,31.7,24.2,74,52,1.2,299,6.9,355,0
2024/05,4,2024/05/04,999,1000.5,997.8,27.9,32.6,24.5,71,52,1.1,180,7.1,308,0
2024/05,5,2024/05/05,1000.6,1002.8,998.4,27.7,31.3,25.4,73,61,1.5,304,7.1,340,0
2024/05,6,2024/05/06,1001.7,1003.7,1000,26.5,30.4,22.6,76,62,1.9,316,8.6,2,0
2024/05,7,2024/05/07,1000.6,1002.4,998.3,26,30.8,21.8,75,57,1.8,327,6.8,304,0
2024/05,8,2024/05/08,998.5,1000.9,996.2,28,31.4,25.5,71,56,1.4,202,7,284,0
2024/05,9,2024/05/09,998.6,1000.3,996.9,28.1,31.9,25.8,71,58,1.6,294,7.4,285,0
2024/05,10,2024/05/10,1000.6,1002.2,998.9,27.8,32.8,24.4,72,40,1.4,321,7.3,313,0
2024/05,11,2024/05/11,1000.7,1002.2,999.3,28.4,31.5,25.8,70,50,1.2,297,7,360,0
2024/05,12,2024/05/12,997.3,1000.3,995.2,28.9,33.1,25.7,69,52,1.4,206,7.6,265,0
2024/05,13,2024/05/13,996.4,998.1,994.9,27.9,29.7,25.6,73,51,1.2,206,5.8,158,0
2024/05,14,2024/05/14,997.1,999,995.2,27.8,33.9,24.8,67,43,1.4,329,7.5,324,0
2024/05,15,2024/05/15,996.4,997.8,994.3,27,31.8,23.2,76,52,1.7,331,7,2,1
2024/05,16,2024/05/16,993.7,995.8,992.3,22.3,24.8,20.4,90,78,1.7,342,9.2,76,20
2024/05,17,2024/05/17,994.8,997.4,992.4,24.3,29,20.6,74,55,2.1,331,9.3,334,0
2024/05,18,2024/05/18,997.8,999.4,995.9,26.5,30.4,22.4,72,57,1.5,320,7.1,360,0
2024/05,19,2024/05/19,997.7,999.1,996.5,25.6,29.7,21.9,79,53,1.1,340,7,302,16
2024/05,20,2024/05/20,995.1,998.1,993.6,24.1,27,21.8,87,68,1.4,326,5.9,347,14
2024/05,21,2024/05/21,993.5,994.9,991.7,26.5,31.1,22.7,78,61,1.6,329,8.4,331,0
2024/05,22,2024/05/22,994.8,996.5,993,28,31.8,24.2,73,60,1.4,205,7.7,293,0
2024/05,23,2024/05/23,995.1,997.1,993.4,28.6,32.3,25.9,74,56,1.3,296,6.3,254,0
2024/05,24,2024/05/24,993.4,994.3,991.8,28.3,31.3,24.8,78,64,1.5,207,6.4,195,0
2024/05,25,2024/05/25,993.9,996.4,992,24.8,29.6,22.3,79,64,2.1,315,8.6,11,1
2024/05,26,2024/05/26,995.3,996.4,993.6,24.8,29.5,22.6,67,51,1.9,315,5.5,330,0
2024/05,27,2024/05/27,995.4,997.1,994.2,26.1,29.2,24.2,77,66,1.1,319,6.1,310,0
2024/05,28,2024/05/28,995,996.1,993.9,26.7,31.1,23.6,76,59,1.5,300,4.9,334,0
2024/05,29,2024/05/29,995.8,997.4,994.2,28.1,32,24.8,74,59,1.4,309,6.8,354,0
2024/05,30,2024/05/30,996,997.8,994,26.8,30.2,24.6,81,60,1.2,201,7.4,206,34
2024/05,31,2024/05/31,993,995.5,991.2,28,32.2,24.8,81,64,1.3,209,6.4,196,6
2024/06,1,2024/06/01,991.1,992.6,989.3,27.4,29.1,26.1,85,73,1.8,165,9.4,195,25
2024/06,2,2024/06/02,990.4,993.9,988.9,27,29.6,23.5,92,82,2.2,196,11.3,218,41
2024/06,3,2024/06/03,991.1,993,989,25.7,29,23.5,96,85,1,176,8.3,235,118
2024/06,4,2024/06/04,993.3,995.5,991.2,26.5,30.4,24.6,89,75,1.1,160,9.1,246,36
2024/06,5,2024/06/05,995.9,997.8,994.2,27.8,31.6,24.8,85,68,0.8,37,5.5,187,8
2024/06,6,2024/06/06,997.7,998.7,996.2,29.2,34,26.1,75,59,1.1,168,6.8,197,0
2024/06,7,2024/06/07,998,999.4,996.2,29.6,34.5,25.6,73,56,1.5,289,7,305,0
2024/06,8,2024/06/08,998.1,999.4,996.4,29.1,32.4,26.4,76,58,1.6,312,7.3,286,0
2024/06,9,2024/06/09,997.5,998.6,996.2,29.5,35.2,26.6,71,50,1.5,179,7.2,333,0
2024/06,10,2024/06/10,996.4,998.4,995,29.7,33.6,26.7,75,59,1.4,295,7.9,136,2
2024/06,11,2024/06/11,995.3,996.9,993.4,29.4,34.7,25.8,77,53,1.4,113,10.8,97,4
2024/06,12,2024/06/12,996,998.4,993.9,28.8,33.6,25.4,76,53,1.2,297,12.2,131,10
2024/06,13,2024/06/13,996.4,997.8,994.9,29.8,35.8,26.3,69,43,1.7,204,10.9,193,1
2024/06,14,2024/06/14,996.4,997.8,994.6,25.9,29.3,24.3,90,63,1.6,156,9.8,319,143
2024/06,15,2024/06/15,995.6,996.9,994.2,24.5,26,23,93,81,1.2,154,6.1,186,78
2024/06,16,2024/06/16,994,995.9,992,25.7,30.1,23.7,91,73,1.2,203,8.1,159,76
2024/06,17,2024/06/17,992.5,994.5,990.9,25.1,27.1,23.1,94,85,1.2,148,7.3,166,92
2024/06,18,2024/06/18,994.1,996.1,992,24.5,26,23.6,94,86,1,160,6.4,173,75
2024/06,19,2024/06/19,994.3,995.9,993.1,26.5,29.7,23,81,70,1.2,197,5,144,2
2024/06,20,2024/06/20,993.7,995.2,991.5,28.8,32.6,25,69,51,1.8,166,10.1,215,0
2024/06,21,2024/06/21,994.6,997.2,992.7,29.8,34,27.3,68,56,1.6,164,7.8,199,0
2024/06,22,2024/06/22,996.5,998,994.9,30.2,34.5,26.3,69,54,1.5,189,9.4,206,0
2024/06,23,2024/06/23,995.8,997.5,994.5,30,33.7,27.3,72,55,1.5,205,8.2,282,0
2024/06,24,2024/06/24,994.2,995.8,992.6,29.8,34.3,27.3,71,52,1.5,208,7.9,177,0
2024/06,25,2024/06/25,994.7,996.7,993.6,30.2,33.8,27.9,68,54,1.8,218,7.6,254,0
2024/06,26,2024/06/26,996.3,998,994.7,30.5,34,28.1,69,53,1.8,206,7.7,263,0
2024/06,27,2024/06/27,997.3,999.1,996.2,29.9,33.5,27.7,74,57,1.6,328,7.3,306,0
2024/06,28,2024/06/28,997.7,999.3,996.5,30.1,34.1,27.4,73,56,1.4,196,6.1,289,0
2024/06,29,2024/06/29,997.3,998.9,995.9,29.4,32.8,27.2,69,47,1.6,301,7.4,302,0
2024/06,30,2024/06/30,996.5,997.7,994.6,28.4,34.3,24.6,73,45,1.4,311,8.6,214,31
2024/07,1,2024/07/01,995.5,996.7,993.7,28.5,34.9,25.5,76,48,1.1,294,12.6,172,3
2024/07,2,2024/07/02,995.7,997.4,994,28.3,33.6,25.1,77,50,1.3,74,8.1,307,2
2024/07,3,2024/07/03,995.8,998.4,993.9,29.1,34.7,24.6,71,48,1.4,165,9.7,158,1
2024/07,4,2024/07/04,997.3,999.3,995.2,28.3,34.4,25.4,78,49,1.2,284,6.9,287,12
2024/07,5,2024/07/05,998.5,1000,996.8,29.1,32.7,25.4,72,55,1.7,309,7,333,0
2024/07,6,2024/07/06,998.1,999.6,996.4,28.5,33.4,25.9,76,55,1.4,333,6.7,278,7
2024/07,7,2024/07/07,998.7,1001.2,996.9,27.2,35,23.3,81,48,1,17,8.9,226,35
2024/07,8,2024/07/08,998.9,1000.3,997.2,27.5,33.7,24.3,80,51,1.2,300,9.5,158,21
2024/07,9,2024/07/09,998,999.7,996.4,29,33.5,25.1,76,57,1.3,278,6.9,297,0
2024/07,10,2024/07/10,996.6,998.1,995.3,29.9,34.4,27,74,49,1.3,159,7.3,303,9
2024/07,11,2024/07/11,998.4,1000.9,996.5,30,34.5,26.1,72,49,1.3,297,7.3,281,0
2024/07,12,2024/07/12,999.2,1000.3,998.3,29.7,33.4,26.7,70,52,1.5,293,8.6,292,0
2024/07,13,2024/07/13,997.1,998.7,995,29.9,34,26.3,68,50,1.5,298,7.4,256,0
2024/07,14,2024/07/14,996.5,997.8,995,29.8,32.7,27.7,73,60,1.6,304,8,352,0
2024/07,15,2024/07/15,996.9,998.4,995.2,29.8,32.9,27.2,70,61,1.8,316,8.7,338,0
2024/07,16,2024/07/16,997.4,998.9,995.2,29.2,32.9,26.6,71,55,1.9,331,8.7,334,0
2024/07,17,2024/07/17,999.3,1000.9,996.7,29.1,30.9,27.2,73,62,1.1,311,4.4,360,0
2024/07,18,2024/07/18,999.6,1001,998,30,33.5,27.4,75,59,1.8,314,7.5,13,0
2024/07,19,2024/07/19,997.4,1000,995.5,29.5,32.7,27.1,71,59,1.7,304,8.3,8,0
2024/07,20,2024/07/20,996.7,998,995.2,29.5,33.1,26.4,70,59,1.8,315,7.9,292,0
2024/07,21,2024/07/21,997.3,998.9,995.8,30.1,32.9,27.5,68,52,1.9,326,9.1,360,0
2024/07,22,2024/07/22,996.1,997.8,994.6,30.4,33.2,28.3,69,54,1.5,331,6.1,331,0
2024/07,23,2024/07/23,995.1,996.5,993.6,31,33.8,28.3,68,47,1.6,208,8.7,307,0
2024/07,24,2024/07/24,993.6,995,991.5,30.2,32.9,28.5,72,62,1.5,300,7.3,277,0
2024/07,25,2024/07/25,992.8,993.9,991.4,30,34.9,26.6,68,48,1.2,292,7.8,313,0
2024/07,26,2024/07/26,992.1,993.4,991.2,29.3,33.4,27,73,54,1.1,307,7.1,301,0
2024/07,27,2024/07/27,992,993.6,990.4,29.4,33,26.3,73,55,1.7,303,8,321,0
2024/07,28,2024/07/28,989.8,991.8,987.9,30.6,33.6,28,72,53,1,300,6.2,319,0
2024/07,29,2024/07/29,982.4,987.9,975.8,28.7,30.7,25.9,82,71,1.4,211,16,198,43
2024/07,30,2024/07/30,980.5,982.9,977,28.1,31.1,24.5,82,66,2.1,335,13.9,183,102
2024/07,31,2024/07/31,986.9,990.9,980.2,25.9,28.9,23.3,87,71,2.3,162,13.6,154,145
2024/08,1,2024/08/01,991.5,993.4,989.3,28.6,31,25.8,73,65,1.3,169,9.3,219,1
2024/08,2,2024/08/02,991.4,993,989.2,29,32.8,26.1,76,60,1.2,195,6.8,221,0
2024/08,3,2024/08/03,990.2,992,987.6,29.7,35.2,26.5,76,50,1.1,296,6.9,339,8
2024/08,4,2024/08/04,991.4,992.8,989.9,29.5,33.9,26.4,76,59,1.2,126,7,305,0
2024/08,5,2024/08/05,993.1,994.3,992,30.2,33.7,27.7,72,58,1.3,203,6.2,257,0
2024/08,6,2024/08/06,993.6,995.3,991.7,30.7,34.4,28.2,72,58,1.6,173,6.6,191,0
2024/08,7,2024/08/07,994,995.3,992,30.9,35.7,28.3,72,50,1.8,203,7.7,205,0
2024/08,8,2024/08/08,994.7,995.9,993.6,30.9,33.8,28.7,69,56,2,173,10.9,220,0
2024/08,9,2024/08/09,994.3,995.9,992.8,30.8,35,28.3,66,48,1.9,205,8.8,179,0
2024/08,10,2024/08/10,994.7,997.2,993,29.3,33,25.4,76,58,1.7,168,9,195,13
2024/08,11,2024/08/11,995.9,997.8,994.5,30.4,33.5,28.2,73,60,1.8,159,6.9,213,0
2024/08,12,2024/08/12,996.7,998.1,995.6,30.2,33.7,28,75,58,1.6,209,6.3,205,0
2024/08,13,2024/08/13,996.7,997.7,995.6,30,34.2,27.7,75,58,1.7,210,6.8,302,0
2024/08,14,2024/08/14,996.5,998,995.2,30.2,34,27.5,70,53,1.6,209,7.1,280,0
2024/08,15,2024/08/15,995.9,997.8,994.5,30.2,33.3,27.5,70,56,1.5,213,8.7,244,0
2024/08,16,2024/08/16,995.9,997.4,994.3,30.3,33.6,27.8,70,57,1.4,207,7.1,305,0
2024/08,17,2024/08/17,997,998.9,995.6,30.1,33.9,26.9,66,51,1.4,218,6,291,0
2024/08,18,2024/08/18,998.1,999.3,997.2,30.2,33.3,27.7,69,53,1.6,310,7.5,286,0
2024/08,19,2024/08/19,997.4,998.9,995.8,30.3,33.5,27.1,63,48,1.5,297,6.7,278,0
2024/08,20,2024/08/20,994.3,996.8,991.5,30.1,34.1,27.1,67,51,1.8,304,6.6,288,0
2024/08,21,2024/08/21,988.1,992.8,984.2,30.7,35.6,27.8,69,44,1.7,319,7.9,328,0
2024/08,22,2024/08/22,986.8,991.4,981.6,29.6,33.1,27.4,78,62,1.2,156,7.3,318,7
2024/08,23,2024/08/23,994.6,998.3,990.9,28.3,32.9,25.6,83,58,0.9,298,6,331,4
2024/08,24,2024/08/24,997.7,998.6,996.4,27.9,31.7,25,82,64,1.6,298,10.2,343,24
2024/08,25,2024/08/25,995.9,997.8,993.7,28.2,31.1,25.5,82,68,1.4,314,5.7,351,0
2024/08,26,2024/08/26,995.1,996.7,993.9,29.4,33.6,26.9,79,57,1.3,326,7,18,0
2024/08,27,2024/08/27,998.6,1001.2,995.9,28.4,32.6,23.9,80,56,1.4,120,8.9,326,31
2024/08,28,2024/08/28,997.9,1001,995.8,28.5,32.1,24.9,79,60,1.9,325,9.2,4,0
2024/08,29,2024/08/29,995.4,997.4,993.1,30.5,34.1,27.6,72,55,1.4,326,6.1,342,0
2024/08,30,2024/08/30,993.4,995.6,990.8,30.9,34.3,28.2,70,55,1.3,45,7.1,338,0
2024/08,31,2024/08/31,992.1,993.9,990.6,29.8,32.1,27.8,74,66,1.1,295,4.1,331,0
2024/09,1,2024/09/01,990,991.4,988.6,28.4,30,27.2,78,71,1,302,5.8,267,0
2024/09,2,2024/09/02,991.8,994.5,989.3,27.9,33.1,25.2,79,55,1.2,205,7.5,216,12
2024/09,3,2024/09/03,995.5,998.1,992.7,28,32.5,25.5,81,55,1.1,300,5.7,360,4
2024/09,4,2024/09/04,997.1,998.9,995.5,28.9,33.4,26,78,56,1.4,300,7.8,273,0
2024/09,5,2024/09/05,996.1,998.3,994.3,29,32.2,26.9,79,62,1.9,311,7.4,335,0
2024/09,6,2024/09/06,994.1,996.5,992.6,29.7,34.4,27.5,78,60,1.2,189,6.1,263,0
2024/09,7,2024/09/07,996.2,998.4,994.6,29.4,33,27.5,77,60,1.2,204,7.6,225,3
2024/09,8,2024/09/08,997.6,999.7,996.2,28.8,31.6,26.9,79,64,1.1,296,5.6,225,7
2024/09,9,2024/09/09,997.4,998.9,996.1,29,31.7,27.3,76,64,1.3,300,5.8,313,0
2024/09,10,2024/09/10,998.2,999.1,997.4,29.3,31.7,27.3,73,61,1.2,303,6.9,299,0
2024/09,11,2024/09/11,996.9,998.4,995.5,29.4,33.4,25.8,69,48,1.3,290,6,317,0
2024/09,12,2024/09/12,996,997.7,993.7,29.4,33.2,26.5,73,59,1.4,320,5.6,347,0
2024/09,13,2024/09/13,995.8,997.7,994.5,28.1,31,26.2,73,61,2,320,11.5,328,0
2024/09,14,2024/09/14,994.9,995.9,993.1,28.3,31.5,25.2,66,55,2.4,322,8.1,337,0
2024/09,15,2024/09/15,995.9,997.7,994.5,29.2,32.8,26,63,49,1.3,303,7,293,0
2024/09,16,2024/09/16,995.5,997.4,993.1,29.3,33.8,25.9,67,45,1.4,302,6.7,302,0
2024/09,17,2024/09/17,996,997.5,994.5,28.8,33.6,25.7,65,44,1.7,315,7.3,2,0
2024/09,18,2024/09/18,996.8,998.6,995.3,28.3,33,25.3,65,41,1.7,302,6.6,345,0
2024/09,19,2024/09/19,997.5,999.1,995.9,29.1,32.9,26.6,64,48,1.3,249,7.2,344,0
2024/09,20,2024/09/20,996.7,998.6,994.7,29.6,33.3,26.5,61,35,1.4,309,7.6,333,0
2024/09,21,2024/09/21,996,997.5,994.3,29.8,33.2,27.1,65,48,1.4,297,5.8,299,0
2024/09,22,2024/09/22,997.6,998.9,996.4,29.8,33.1,27.3,72,53,1.7,322,7.3,345,0
2024/09,23,2024/09/23,998.6,1000.2,997.2,30.1,33.9,27.6,74,56,1.4,299,5.8,295,0
2024/09,24,2024/09/24,998.6,1000,996.9,30.5,34.3,28.1,70,49,1.5,200,7.3,292,0
2024/09,25,2024/09/25,998.9,1000.5,997.1,29.7,33.2,27.4,74,60,1.5,298,6.9,294,0
2024/09,26,2024/09/26,998.1,999.7,996.8,30,33.2,27.1,70,58,1.2,209,6.3,308,0
2024/09,27,2024/09/27,996.8,998.7,994.6,30.2,35.7,27.2,70,45,1.3,302,6.3,259,0
2024/09,28,2024/09/28,997.3,999.4,995.8,29.5,33.8,27.5,74,55,1.5,303,7.5,304,0
2024/09,29,2024/09/29,999.6,1001.9,997.1,29,32.9,27,74,56,1.7,307,9.9,351,0
2024/09,30,2024/09/30,1000.4,1002.1,999,29.7,35,26,69,47,1.1,202,6,208,0
2024/10,1,2024/10/01,999.2,1001.6,996.9,29.8,34.9,27,72,46,1.4,307,6.7,350,0
2024/10,2,2024/10/02,998.6,1000.2,996.7,29.9,33.6,27.9,74,53,1.4,313,7.1,273,0
2024/10,3,2024/10/03,999.5,1001,998.1,29.3,32.3,27.5,76,60,2,319,8.5,3,0
2024/10,4,2024/10/04,1000.1,1002.4,998.9,27.3,29.5,25.2,77,67,1.7,325,6.8,3,9
2024/10,5,2024/10/05,999.4,1000.9,997.7,28.1,32.8,24.7,75,57,1.7,313,5.8,327,0
2024/10,6,2024/10/06,999.1,1000.8,997.2,29.3,32.5,26.1,75,60,1.2,293,5.9,1,0
2024/10,7,2024/10/07,998.3,999.7,996.2,30.1,35.3,27.4,70,50,1.3,311,5.4,340,0
2024/10,8,2024/10/08,996.9,999,994,30.7,36.3,26.2,67,38,1.3,324,6.4,163,0
2024/10,9,2024/10/09,997.3,998.9,995.8,30.6,34.2,27.3,67,52,1.1,293,7,192,0
2024/10,10,2024/10/10,997.3,999.3,996.1,29.8,33.9,26.5,70,57,1.1,317,5.8,307,0
2024/10,11,2024/10/11,996.6,998.9,994.6,30.4,33.3,27.8,70,53,1.2,302,6.4,285,0
2024/10,12,2024/10/12,994.1,997.1,991.4,28,31.5,25.6,69,56,2.1,306,8.5,360,0
2024/10,13,2024/10/13,990,992.4,986.7,26.5,28.9,24.3,75,65,2.4,336,13.6,29,12
2024/10,14,2024/10/14,988.7,990.4,986.1,26,29.9,24.4,92,72,1.1,203,7.6,22,14
2024/10,15,2024/10/15,994.2,997.7,989.8,25.7,26.9,24.4,94,84,0.5,8,4.1,173,27
2024/10,16,2024/10/16,997.4,999.1,995.9,26.9,29.8,24.8,88,74,1.7,322,7.6,7,0
2024/10,17,2024/10/17,998.1,1000.5,996.1,26.5,28.8,25,83,72,2.2,339,9.3,351,0
2024/10,18,2024/10/18,997.5,999.4,996.1,25.8,28.4,24.2,79,71,2.4,333,11.7,350,0
2024/10,19,2024/10/19,995.3,998,993.4,25.1,28.2,23.5,78,65,2.3,336,11.3,360,0
2024/10,20,2024/10/20,994.5,996.1,993,24.6,28.4,22.3,73,60,3,335,13.9,5,0
2024/10,21,2024/10/21,994.9,996.9,993.1,22.4,25,20.8,66,47,3.2,336,15.5,351,0
2024/10,22,2024/10/22,996.5,999,994.5,21.8,25.9,19.3,53,46,2.2,16,9.2,60,0
2024/10,23,2024/10/23,1000.4,1003.1,998.3,22.4,26.8,19.4,55,40,1.8,20,9.7,334,0
2024/10,24,2024/10/24,1003.6,1005.7,1001.9,22.8,27.3,20.1,63,44,1.9,330,11,353,0
2024/10,25,2024/10/25,1003.1,1005.2,1001.5,22.8,27.8,19.2,64,47,2.1,335,8.8,343,0
2024/10,26,2024/10/26,1000.6,1003,998.4,22.8,27.6,19.5,62,46,2,340,8.6,360,0
2024/10,27,2024/10/27,997.9,999.9,995.6,22.7,26.3,20.3,66,49,2.3,29,11.7,343,0
2024/10,28,2024/10/28,999.1,1001,996.7,21.9,25.4,19.8,70,55,2.2,349,10.9,354,0
2024/10,29,2024/10/29,1002.7,1004.6,1000.5,22.3,26.8,19.7,59,44,2.2,31,11.5,311,0
2024/10,30,2024/10/30,1005.1,1007.5,1003.5,20.9,24.5,18.5,59,46,2.1,335,13.8,2,0
2024/10,31,2024/10/31,1004,1006.2,1002.1,21.7,27.1,17.6,62,46,1.5,309,7,350,0
2024/11,1,2024/11/01,1002.1,1004,1000.3,23.1,27.9,19.1,72,39,1.2,318,5.6,316,0
2024/11,2,2024/11/02,1000,1001.8,998.1,23.9,28.5,21.1,81,56,1.8,322,7.9,347,1
2024/11,3,2024/11/03,1001.2,1003.2,999.3,23,23.9,21.8,82,70,2.5,2,11.7,3,0
2024/11,4,2024/11/04,1002.8,1004.4,1001,21.7,25.1,19.2,65,53,2.4,336,11.8,355,0
2024/11,5,2024/11/05,1002.8,1004.6,1001.2,21.8,26.5,18.5,71,59,1.5,318,6.4,352,0
2024/11,6,2024/11/06,1001.9,1003.7,1000.8,23.7,27.5,20.7,80,62,1.1,325,5.6,321,0
2024/11,7,2024/11/07,1002,1003.5,1000.6,25.1,29.8,22.9,83,58,1.4,326,6.3,350,0
2024/11,8,2024/11/08,1001.1,1002.8,999.9,24.1,28.7,22.4,79,60,2.4,333,10.1,360,0
2024/11,9,2024/11/09,1000.5,1001.9,999.1,25,30.4,22.2,76,56,1.6,338,6.7,340,0
2024/11,10,2024/11/10,1000.8,1002.2,999.3,24.7,28.2,23.1,84,65,1.4,319,7.1,341,0
2024/11,11,2024/11/11,1000.4,1001.5,999.3,23.2,25.9,20.8,82,67,1.9,335,7.7,349,0
2024/11,12,2024/11/12,999.7,1001.3,998.3,22,25,20.1,84,73,1.6,9,6.8,341,3
2024/11,13,2024/11/13,999,1000.2,997.5,22.4,24.7,20.9,89,81,1.6,317,7.7,3,2
2024/11,14,2024/11/14,1000.2,1001.8,998.6,23.6,27.4,21.4,86,70,2,320,6.8,322,2
2024/11,15,2024/11/15,1001.5,1003.1,1000.3,23.7,29,20.8,78,59,1.8,320,7.5,346,0
2024/11,16,2024/11/16,1000.7,1003.4,998.6,24.5,30.7,21.6,80,51,1.4,319,8,320,0
2024/11,17,2024/11/17,998,1000.3,995.8,25.7,31.2,22.6,77,48,1,197,5.2,154,0
2024/11,18,2024/11/18,998.4,1001.5,996.5,22.8,26.5,18.5,75,67,2.3,326,11.6,348,0
2024/11,19,2024/11/19,1002.4,1004.4,1000.8,19.5,22.7,17.2,75,65,1.9,312,7.8,354,0
2024/11,20,2024/11/20,1003.4,1004.9,1001.2,19.8,23,18.1,85,73,2.2,311,9.8,23,1
2024/11,21,2024/11/21,1001.9,1004,999.7,22,27.4,18.8,82,58,1.8,324,8.9,323,0
2024/11,22,2024/11/22,1001,1003,998.3,20.5,23.3,18,85,74,2.4,329,10.6,354,0
2024/11,23,2024/11/23,1003.7,1005.4,1001.8,17.9,21.1,16.2,72,58,2.3,348,13.1,32,0
2024/11,24,2024/11/24,1006,1008.7,1004.4,18.5,20.7,17,69,57,2.2,319,9,343,0
2024/11,25,2024/11/25,1006.3,1007.8,1004.1,18.9,21.8,17.3,82,71,2,315,8.6,354,0
2024/11,26,2024/11/26,1005.5,1007.6,1003.7,20.9,24.8,19.1,83,66,2.2,330,10.7,3,1
2024/11,27,2024/11/27,1002.7,1005.2,1000.3,22.3,27,18.9,79,59,1.7,331,7,347,0
2024/11,28,2024/11/28,1002.9,1004.9,1001.3,23.6,28.9,21,81,55,1.3,300,7.9,336,0
2024/11,29,2024/11/29,1002.9,1004.7,1001.2,23.3,28.7,21.2,85,60,1.6,159,6.1,330,0
2024/11,30,2024/11/30,1001.7,1003.5,999.6,22.1,24.9,20.2,84,72,2.4,325,11.1,360,0
2024/12,1,2024/12/01,1002.3,1003.8,1000.6,20.7,23.9,19.2,73,59,2.3,322,11,8,0
2024/12,2,2024/12/02,1002.6,1004.7,1000.8,20.5,23.7,19.2,79,65,2.1,322,8.3,5,0
2024/12,3,2024/12/03,1001.7,1004.1,999.1,20.9,24.7,19.2,80,65,2.4,341,8.1,354,0
2024/12,4,2024/12/04,1002.2,1004.1,1000.5,19.7,22.4,17.7,69,57,2.5,338,12.5,3,0
2024/12,5,2024/12/05,1004.2,1007.2,1002.4,17.1,19.6,14.4,65,55,2.2,349,9.8,14,0
2024/12,6,2024/12/06,1003.6,1005.2,1001.9,16.3,19.8,14,75,58,1.5,307,6.2,330,1
2024/12,7,2024/12/07,1002.7,1004.7,1000.9,16.9,19.9,15.3,89,74,1.7,339,8.5,322,4
2024/12,8,2024/12/08,1004.1,1005.7,1002.1,14.5,16.3,12.8,71,57,2.7,12,13.9,7,1
2024/12,9,2024/12/09,1003.4,1005.3,1002.1,14.1,17.3,12.3,85,76,1,38,6.2,342,2
2024/12,10,2024/12/10,1002.9,1004.6,1001.5,16.8,21.5,12.3,81,60,1.5,319,8.9,21,0
2024/12,11,2024/12/11,1002.4,1004,1000.3,17.6,21.9,15.3,68,50,2,334,10.9,9,0
2024/12,12,2024/12/12,1003.7,1006.3,1001.9,17.3,19.7,16.1,79,65,1.5,322,5.6,338,0
2024/12,13,2024/12/13,1002.7,1004.1,1001.2,18.7,24.9,16,79,53,1.6,313,6.8,355,0
2024/12,14,2024/12/14,1003.3,1004.9,1001.9,19.4,24.5,15.5,77,56,1.4,318,7.2,351,0
2024/12,15,2024/12/15,1003.8,1005.4,1001.9,19.8,24.6,16.6,83,60,1.2,328,6,292,0
2024/12,16,2024/12/16,1005.7,1007.6,1003.7,16.9,19.7,13.4,84,73,2.8,336,14.1,350,0
2024/12,17,2024/12/17,1007.8,1009.3,1006.3,14.1,15.6,12.8,70,63,2.2,1,13.3,354,0
2024/12,18,2024/12/18,1007.3,1009.5,1005,15.8,18.8,14.1,72,63,2.1,344,8.7,80,0
2024/12,19,2024/12/19,1007.8,1009.5,1005.6,15.3,18.2,13.9,76,62,2.4,338,11.4,355,0
2024/12,20,2024/12/20,1010.2,1012,1008.5,16.2,20.7,13.4,62,40,2.3,1,12.2,353,0
2024/12,21,2024/12/21,1009.3,1011.6,1007.1,15.9,21.2,13.2,57,42,1.7,318,7.4,10,0
2024/12,22,2024/12/22,1005.9,1008.5,1003.5,17.6,24,12.8,66,41,0.8,326,5.4,3,0
2024/12,23,2024/12/23,1002.7,1004.7,1000.5,18.3,24.2,14.9,78,49,0.9,112,5.2,294,0
2024/12,24,2024/12/24,1003.1,1005.6,1001,18.5,23.7,14.9,77,54,2,335,9.8,2,0
2024/12,25,2024/12/25,1004.1,1006.2,1002.2,17.4,20.7,15.2,57,45,2.3,334,9.7,355,0
2024/12,26,2024/12/26,1005.8,1007.6,1004,18.7,23,16,66,57,1.5,312,6.1,342,0
2024/12,27,2024/12/27,1005.7,1007.5,1003.8,19.5,24.2,15.4,70,53,0.9,331,4.7,349,0
2024/12,28,2024/12/28,1005.7,1007.2,1003.8,20.2,24.3,16.8,71,50,1,195,5.2,296,0
2024/12,29,2024/12/29,1006.3,1009,1004.3,18.7,22.3,17.1,84,62,2.2,330,10.5,11,0
2024/12,30,2024/12/30,1006.5,1008.4,1004.6,18.9,25.8,16.7,79,46,1.5,320,10.6,341,0
2024/12,31,2024/12/31,1005.9,1007.9,1004.6,16.3,19.2,14.5,75,66,2.2,332,11.5,352,0
2024/01,1,2024/01/01,1005.1,1007.6,1002.7,17.1,23.1,13.5,70,49,1.9,313,8.1,325,0
2024/01,2,2024/01/02,1004.5,1006.8,1002.4,18.6,23.9,14.5,76,45,1.1,320,6.4,13,0
2024/01,3,2024/01/03,1004.5,1007.2,1002.4,18.8,25.3,15.5,82,52,1,332,6.2,344,0
2024/01,4,2024/01/04,1003.3,1005.6,1001.5,18.1,21.1,16.6,91,72,1.1,311,7.8,335,4
2024/01,5,2024/01/05,1001.8,1004.1,1000,17.3,19.5,16.1,90,80,1.8,320,7.7,7,0
2024/01,6,2024/01/06,1001.1,1002.7,999.6,17.4,20.1,16.1,90,75,1.2,314,5.8,360,16
2024/01,7,2024/01/07,1000.4,1002.2,998.7,17.8,19.5,16.6,91,75,1.2,324,10.5,55,12
2024/01,8,2024/01/08,1000.6,1005.3,997.5,18.3,21.7,13.7,97,87,1,311,11,318,30
